ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,9,"516,754","92,853","2,644,000","92,853","13,640","1,642","19,436","17,869","24,569",0,25,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158","15,434,081","357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,10,"323,073","99,665","1,145,826","99,665","6,959","1,341","3,573","4,473","3,686",0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158","15,434,081","357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,11,"217,240","97,927","772,431","97,927","14,899",0,"1,410","1,457",229,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158","15,434,081","357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,12,"106,292","72,719","300,420","72,719","4,085",6,505,786,99,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158","15,434,081","357,666","86,492","12,896","122,340","87,284","117,700",0,36
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,1,"20,181",10,"48,580",10,0,0,0,0,9,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,2,"33,042",10,"83,878",10,0,0,0,0,19,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,3,"69,140",10,"178,881",10,0,0,0,0,51,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,4,"69,468",10,"181,886",10,0,0,0,0,48,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,5,"83,711",10,"215,285",10,0,0,0,0,63,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,6,"120,105",10,"302,249",10,0,0,0,0,46,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,7,"129,042",10,"328,965",10,0,0,0,0,53,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,8,"86,889",10,"225,893",10,0,0,0,0,39,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,9,"66,914",10,"174,200",10,0,0,0,0,33,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,10,"50,511",10,"123,429",10,0,0,0,0,44,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,11,"31,421",10,"75,879",10,0,0,0,0,22,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,12,"32,801",10,"82,864",10,0,0,0,0,10,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,1,"18,776",10,"42,280",10,0,0,0,0,15,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,2,"23,269",10,"54,715",10,0,0,0,0,34,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,3,"49,482",10,"120,027",10,0,0,0,0,45,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,4,"54,262",10,"131,690",10,0,0,0,0,45,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,5,"59,516",10,"141,421",10,0,0,0,0,41,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,6,"95,672",10,"235,633",10,0,0,0,0,40,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,7,"110,214",10,"263,051",10,0,0,0,0,124,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,8,"71,512",10,"173,469",10,0,0,0,0,35,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,9,"53,778",10,"138,560",10,0,0,0,0,62,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,10,"51,338",10,"129,429",10,0,0,0,0,20,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,11,"30,888",10,"78,274",10,0,0,0,0,15,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,12,"24,567",10,"61,584",10,0,0,0,0,10,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2016,"643,274",120,"1,570,133",120,0,0,0,0,486,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,1,"24,592",10,"62,781",10,0,0,0,0,10,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,2,"21,907",10,"59,828",10,0,0,0,0,32,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,3,"54,971",10,"156,820",10,0,0,0,0,212,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,4,"49,474",10,"144,414",10,0,0,0,0,222,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,5,"61,584",10,"174,631",10,0,0,0,0,199,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,6,"82,104",10,"224,266",10,0,0,0,0,199,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,7,"81,984",10,"224,353",10,0,0,0,0,79,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,8,"76,121",10,"193,487",10,0,0,0,0,120,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,9,"47,260",10,"132,926",10,0,0,0,0,80,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,10,"65,029",10,"174,395",10,0,0,0,0,107,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,11,"33,237",10,"109,531",10,0,0,0,0,63,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,12,"29,494",10,"75,409",10,0,0,0,0,78,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,1,"25,215",10,"62,870",10,0,0,0,0,51,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,2,"27,216",10,"82,492",10,0,0,0,0,47,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,3,"54,614",10,"147,530",10,0,0,0,0,140,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,4,"49,638",10,"158,392",10,0,0,0,0,136,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,5,"73,753",10,"191,435",10,0,0,0,0,206,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,6,"104,583",10,"275,122",10,0,0,0,0,168,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,7,"81,520",10,"209,381",10,0,0,0,0,104,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,8,"64,665",10,"167,085",10,0,0,0,0,62,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,9,"56,831",10,"152,351",10,0,0,0,0,42,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,10,"52,420",10,"141,638",10,0,0,0,0,106,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,11,"29,810",10,"79,857",10,0,0,0,0,61,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,12,"24,657",10,"57,125",10,0,0,0,0,43,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2018,"644,922",120,"1,725,278",120,0,0,0,0,"1,166",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,1,"15,341",10,"32,513",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,2,"21,342",10,"52,385",10,0,0,0,0,7,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,3,"55,187",10,"150,944",10,0,0,0,0,148,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,4,"56,567",10,"155,947",10,0,0,0,0,201,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,5,"72,802",10,"193,431",10,0,0,0,0,260,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,6,"95,451",10,"247,605",10,0,0,0,0,225,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,7,"90,546",10,"235,648",10,0,0,0,0,180,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,8,"62,276",10,"160,018",10,0,0,0,0,107,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,9,"52,525",10,"145,947",10,0,0,0,0,86,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,10,"57,019",10,"155,612",10,0,0,0,0,141,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,11,"32,092",10,"85,172",10,0,0,0,0,45,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,12,"32,440",10,"85,927",10,0,0,0,0,51,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2019,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,1,"26,608",10,"68,458",10,0,0,0,0,33,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,2,"29,078",10,"72,236",10,0,0,0,0,62,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,3,"45,816",10,"106,610",10,0,0,0,0,114,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,4,0,10,0,10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,5,900,10,"2,100",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,6,"40,780",10,"94,915",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,7,"46,925",10,"110,909",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,8,"41,460",10,"97,198",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,9,"36,854",10,"91,383",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,10,"48,509",10,"128,793",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,11,"36,562",10,"95,022",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,12,"30,991",10,"74,360",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2020,"384,483",120,"941,984",120,0,0,0,0,209,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,1,"24,618",10,"58,317",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,2,"22,807",10,"52,493",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,3,"58,099",10,"139,013",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,4,"37,644",10,"92,564",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,5,"63,185",10,"150,121",10,0,0,0,0,52,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,6,"79,106",10,"192,138",10,0,0,0,0,107,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,7,"74,003",10,"177,889",10,0,0,0,0,76,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,8,"56,110",10,"140,651",10,0,0,0,0,79,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,9,"54,279",10,"123,531",10,0,0,0,0,97,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,10,"59,262",10,"158,692",10,0,0,0,0,128,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,11,"33,606",10,"99,485",10,0,0,0,0,40,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,12,"27,615",10,"67,639",10,0,0,0,0,45,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,1,"26,566",10,"63,904",10,0,0,0,0,32,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,2,"24,899",10,"60,308",10,0,0,0,0,37,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,3,"45,044",10,"121,368",10,0,0,0,0,21,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,4,"47,081",10,"127,742",10,0,0,0,0,131,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,5,"62,478",10,"155,261",10,0,0,0,0,87,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,6,"60,812",10,"152,458",10,0,0,0,0,166,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,7,"54,185",10,"133,503",10,0,0,0,0,52,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,8,"41,193",10,"99,592",10,0,0,0,0,75,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,9,"36,416",10,"91,765",10,0,0,0,0,55,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,10,"51,738",10,"132,315",10,0,0,0,0,63,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,11,"28,002",10,"74,632",10,0,0,0,0,50,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,12,"26,795",10,"68,278",10,0,0,0,0,20,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2022,"505,209",120,"1,281,126",120,0,0,0,0,789,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,1,"22,076",10,"55,156",10,0,0,0,0,22,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,2,"23,318",10,"60,093",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,3,"54,898",10,"142,202",10,0,0,0,0,115,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,4,"47,542",10,"127,564",10,0,0,0,0,117,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,5,"64,562",10,"169,357",10,0,0,0,0,117,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,6,"60,130",10,"159,446",10,0,0,0,0,91,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,7,"52,116",10,"132,127",10,0,0,0,0,44,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
